Name,Class
persona1/avisame.mp4,avisame
persona1/bien.mp4,bien
persona1/buenosDias.mp4,buenosDias
persona1/comoEstas.mp4,comoEstas
persona1/duda.mp4,duda
persona1/examen.mp4,examen
persona1/hola.mp4,hola
persona1/mal.mp4,mal
persona1/mandar.mp4,mandar
persona1/whatsapp.mp4,whatsapp
persona2/avisame.mp4,avisame
persona2/bien.mp4,bien
persona2/buenosDias.mp4,buenosDias
persona2/comoEstas.mp4,comoEstas
persona2/duda.mp4,duda
persona2/examen.mp4,examen
persona2/hola.mp4,hola
persona2/mal.mp4,mal
persona2/mandar.mp4,mandar
persona2/whatsapp.mp4,whatsapp
persona3/avisame.mp4,avisame
persona3/bien.mp4,bien
persona3/buenosDias.mp4,buenosDias
persona3/comoEstas.mp4,comoEstas
persona3/duda.mp4,duda
persona3/examen.mp4,examen
persona3/hola.mp4,hola
persona3/mal.mp4,mal
persona3/mandar.mp4,mandar
persona3/whatsapp.mp4,whatsapp
persona4/avisame.mp4,avisame
persona4/bien.mp4,bien
persona4/buenosDias.mp4,buenosDias
persona4/comoEstas.mp4,comoEstas
persona4/duda.mp4,duda
persona4/examen.mp4,examen
persona4/hola.mp4,hola
persona4/mal.mp4,mal
persona4/mandar.mp4,mandar
persona4/whatsapp.mp4,whatsapp
persona5/avisame.mp4,avisame
persona5/bien.mp4,bien
persona5/buenosDias.mp4,buenosDias
persona5/comoEstas.mp4,comoEstas
persona5/duda.mp4,duda
persona5/examen.mp4,examen
persona5/hola.mp4,hola
persona5/mal.mp4,mal
persona5/mandar.mp4,mandar
persona5/whatsapp.mp4,whatsapp
persona6/avisame.mp4,avisame
persona6/bien.mp4,bien
persona6/buenosDias.mp4,buenosDias
persona6/comoEstas.mp4,comoEstas
persona6/duda.mp4,duda
persona6/examen.mp4,examen
persona6/hola.mp4,hola
persona6/mal.mp4,mal
persona6/mandar.mp4,mandar
persona6/whatsapp.mp4,whatsapp
persona7/avisame.mp4,avisame
persona7/bien.mp4,bien
persona7/buenosDias.mp4,buenosDias
persona7/comoEstas.mp4,comoEstas
persona7/duda.mp4,duda
persona7/examen.mp4,examen
persona7/hola.mp4,hola
persona7/mal.mp4,mal
persona7/mandar.mp4,mandar
persona7/whatsapp.mp4,whatsapp
persona8/avisame.mp4,avisame
persona8/bien.mp4,bien
persona8/buenosDias.mp4,buenosDias
persona8/comoEstas.mp4,comoEstas
persona8/duda.mp4,duda
persona8/examen.mp4,examen
persona8/hola.mp4,hola
persona8/mal.mp4,mal
persona8/mandar.mp4,mandar
persona8/whatsapp.mp4,whatsapp
